decision_point,trump,our_score,their_score,bidding_meld,defending_meld,hand,meld_total,ace_count,trump_length,longest_side_suit,has_run,has_pinochle,has_around,bid,score_diff,partner_has_bid,partner_has_passed,p_make,ev_take,ev_defend,ev_play_on,ev_fold,verdict_bid,verdict_fold
bid,S,0,0,,,10H_2 10S_1 9C_2 AS_2 JD_1 JH_2 KS_1 KS_2 QC_1 QD_1 QH_1 QS_1,140,1,5,3,0,1,1,330,0,0,1,0.6467,26.0,134.8,,,0,
bid,H,0,0,,,10H_1 10S_2 9H_1 9H_2 AC_1 AC_2 AH_1 JD_2 KC_2 KH_1 QD_2 QH_2,60,3,6,3,0,0,0,340,0,0,1,0.74,139.6667,166.9333,,,0,
fold,S,0,0,280,30,10D_2 10S_1 AS_1 AS_2 JD_1 JS_1 KS_1 KS_2 QC_1 QD_1 QH_1 QS_1,250,2,7,3,1,1,1,330,0,0,0,1.0,,,365.2,-360.0,,0
bid,H,440,120,,,9D_2 9H_1 AD_1 AH_1 JS_1 JS_2 KC_2 KH_1 KS_2 QC_1 QC_2 QH_1,70,2,4,3,0,0,0,300,320,0,0,0.58,-66.1333,-39.2,,,0,
bid,D,120,440,,,10C_1 10C_2 9C_2 9H_2 AD_2 JC_2 JD_1 JH_2 KC_1 KD_2 QD_2 QH_2,40,1,4,5,0,0,0,310,-320,0,0,0.5667,-87.4667,-5.1333,,,0,
bid,S,440,120,,,10D_1 10D_2 10H_2 10S_1 9C_1 9D_1 9S_1 AS_2 JD_2 JH_1 KH_2 QS_1,50,1,4,4,0,1,0,310,320,1,0,0.48,-124.9333,-55.3333,,,0,
bid,S,120,440,,,10H_1 10S_2 9S_2 AC_1 AC_2 AH_2 AS_1 JC_1 KD_1 KS_1 QD_1 QS_2,70,4,5,3,0,0,0,310,-320,0,1,0.82,162.6,223.9333,,,0,
fold,H,440,120,110,70,10H_2 9D_2 9H_1 AH_1 JD_2 JS_1 KC_2 KH_1 QC_1 QC_2 QH_1 QS_1,110,1,5,3,0,1,0,300,320,0,0,0.1733,,,-374.8667,-370.0,,1
bid,H,300,140,,,9H_1 AC_1 AH_1 AS_2 JD_2 JH_2 KC_1 KD_2 KH_2 QC_2 QD_1 QH_1,90,3,5,3,0,0,0,300,160,0,0,0.96,294.2,19.1333,,,1,
bid,S,140,300,,,10C_2 10D_1 10H_2 10S_1 9C_2 9D_1 9D_2 AS_1 KD_1 KS_1 KS_2 QS_2,40,1,5,4,0,0,0,310,-160,0,0,0.6733,13.4667,-39.1333,,,1,
bid,S,300,140,,,10C_1 10S_2 9S_2 AD_2 JC_1 JC_2 JS_1 JS_2 KH_1 QC_1 QD_2 QS_1,10,1,5,4,0,0,0,320,160,1,0,0.3067,-247.8,-86.9333,,,0,
bid,H,140,300,,,10D_2 10H_1 9C_1 9H_2 9S_1 AC_2 AD_1 AH_2 JD_1 JH_1 KC_2 QH_2,10,3,5,3,0,0,0,330,-160,1,0,0.6933,61.8,-10.5333,,,1,
bid,H,300,140,,,9H_1 AC_1 AH_1 AS_2 JD_2 JH_2 KC_1 KD_2 KH_2 QC_2 QD_1 QH_1,90,3,5,3,0,0,0,340,160,1,0,0.86,216.4667,97.8,,,1,
bid,S,140,300,,,10C_2 10D_1 10H_2 10S_1 9C_2 9D_1 9D_2 AS_1 KD_1 KS_1 KS_2 QS_2,40,1,5,4,0,0,0,350,-160,1,0,0.5467,-58.3333,10.3333,,,0,
bid,S,300,140,,,10C_1 10S_2 9S_2 AD_2 JC_1 JC_2 JS_1 JS_2 KH_1 QC_1 QD_2 QS_1,10,1,5,4,0,0,0,360,160,1,0,0.24,-283.1333,54.4,,,0,
bid,H,140,300,,,10D_2 10H_1 9C_1 9H_2 9S_1 AC_2 AD_1 AH_2 JD_1 JH_1 KC_2 QH_2,10,3,5,3,0,0,0,360,-160,1,0,0.6267,18.9333,58.4667,,,0,
bid,H,300,140,,,9H_1 AC_1 AH_1 AS_2 JD_2 JH_2 KC_1 KD_2 KH_2 QC_2 QD_1 QH_1,90,3,5,3,0,0,0,360,160,1,1,0.8,189.8,159.6667,,,1,
bid,S,140,300,,,10C_2 10D_1 10H_2 10S_1 9C_2 9D_1 9D_2 AS_1 KD_1 KS_1 KS_2 QS_2,40,1,5,4,0,0,0,370,-160,1,1,0.4267,-153.3333,46.8,,,0,
fold,H,300,140,150,30,9H_1 AD_2 AH_1 JH_2 KC_1 KD_2 KH_1 KH_2 QC_2 QD_1 QH_1 QS_1,150,2,6,3,0,0,1,360,160,0,0,0.1933,,,-325.5333,-390.0,,0
bid,S,280,-60,,,10H_2 10S_1 9C_2 AD_2 AS_1 JH_1 JS_2 KH_1 QD_1 QD_2 QH_2 QS_2,20,2,4,4,0,0,0,300,340,0,0,0.5867,-31.5333,-22.4,,,0,
bid,H,-60,280,,,10H_1 10S_2 9D_2 9H_2 AC_1 AH_1 AH_2 AS_2 JC_2 KH_2 QC_2 QS_1,10,4,5,3,0,0,0,300,-340,0,0,0.8267,169.2667,54.0667,,,1,
bid,C,280,-60,,,10C_1 10D_1 9C_1 9D_1 9S_1 JD_1 JS_1 KC_1 KD_2 KS_1 QC_1 QH_1,50,0,4,4,0,0,0,310,340,0,1,0.4133,-198.0667,-73.6,,,0,
bid,D,-60,280,,,10C_2 10D_2 9H_1 9S_2 AC_2 AD_1 JC_1 JD_2 JH_2 KC_2 KD_1 KS_2,0,2,4,4,0,0,0,310,-340,1,0,0.46,-137.6667,-90.6,,,0,
fold,H,-60,280,60,60,10H_1 9D_2 9H_2 AC_2 AH_1 AH_2 JC_2 JD_2 JH_2 KH_2 QC_2 QS_1,50,3,6,3,0,1,0,300,-340,0,0,0.14,,,-344.0,-360.0,,0
bid,H,-360,440,,,10D_1 10S_1 10S_2 9D_2 9S_1 AC_1 AH_1 JC_2 JS_1 KC_2 KD_2 KS_2,0,2,1,5,0,0,0,300,-800,0,0,0.04,-453.5333,-57.2,,,0,
bid,D,440,-360,,,10C_2 10H_1 9H_2 AC_2 AD_2 JD_1 JD_2 JS_2 KC_1 KS_1 QD_2 QH_2,0,2,4,3,0,0,0,300,800,0,0,0.4067,-158.8,-26.9333,,,0,
bid,H,-360,440,,,9H_1 AD_1 AS_1 AS_2 JC_1 JH_1 KD_1 KH_1 KH_2 QC_1 QH_1 QS_2,50,3,5,3,0,0,0,300,-800,0,1,0.6467,62.3333,120.2,,,0,
fold,H,440,-360,50,50,10C_2 10H_2 9C_1 9D_1 9S_2 AH_2 JD_1 JD_2 JH_2 QC_2 QD_1 QS_1,40,1,3,4,0,1,0,250,800,0,0,0.0333,,,-409.2,-300.0,,1
bid,D,190,-310,,,10C_2 9D_1 9H_1 9H_2 9S_2 AC_2 AD_1 JC_1 JC_2 KD_2 QD_2 QH_1,50,2,4,4,0,0,0,300,500,0,0,0.3533,-239.4,-184.0667,,,0,
bid,D,-310,190,,,10C_1 10D_2 10S_2 AC_1 AH_2 AS_1 JH_1 KC_1 KD_1 KH_1 KS_1 QD_1,120,3,3,3,0,0,1,300,-500,0,0,0.6667,16.8,37.8,,,0,
bid,H,190,-310,,,10D_1 10H_1 10S_1 9C_1 9D_2 AH_1 JH_2 JS_2 QC_1 QH_2 QS_1 QS_2,0,1,4,4,0,0,0,300,500,0,1,0.6533,6.3333,-59.3333,,,1,
fold,C,-310,190,150,30,10C_1 10S_2 9C_2 9S_1 AC_1 AS_2 JD_1 JD_2 JS_1 KC_2 KS_2 QC_2,50,2,5,5,0,0,0,250,-500,0,0,1.0,,,232.1333,-280.0,,0
bid,H,0,310,,,10C_2 10D_1 10S_1 9C_1 9C_2 9H_2 AH_1 JC_1 JD_1 KS_1 KS_2 QD_2,10,1,2,4,0,0,0,300,-310,0,0,0.1,-413.9333,-80.3333,,,0,
bid,S,310,0,,,10C_1 10S_2 9D_1 9D_2 9S_1 AC_1 AS_1 AS_2 JS_1 KD_1 KD_2 QH_1,10,3,5,4,0,0,0,300,310,0,0,0.3333,-207.5333,-44.6,,,0,
bid,H,0,310,,,10H_2 9H_1 AC_2 AD_1 AD_2 AH_2 JD_2 KH_2 QC_2 QD_1 QH_2 QS_1,150,4,5,4,0,1,1,300,-310,0,1,1.0,381.8,173.5333,,,1,
bid,C,310,0,,,10D_2 10H_1 9S_2 JC_2 JH_1 JH_2 JS_2 KC_1 KC_2 KH_1 QC_1 QS_2,40,0,4,4,0,0,0,310,310,0,1,0.3867,-205.0667,-5.4,,,0,
fold,H,0,310,160,20,10D_1 10H_2 9H_1 AH_1 AH_2 JD_1 JD_2 KH_2 QC_2 QD_1 QH_2 QS_1,150,2,6,4,0,1,1,300,-310,0,0,0.68,,,34.0,-320.0,,0
bid,D,430,310,,,10C_2 10H_2 9C_1 9S_1 AD_2 AS_2 JC_1 KC_1 KD_1 KS_2 QD_2 QH_1,40,2,3,4,0,0,0,300,120,0,0,0.3067,-266.4667,-35.2667,,,0,
bid,H,310,430,,,9C_2 9H_2 AC_2 AD_1 AH_1 AH_2 JH_1 KC_2 KD_2 KH_2 QC_1 QH_2,70,4,6,4,0,0,0,300,-120,0,0,0.9933,346.0,-41.0,,,1,
bid,S,430,310,,,10D_1 10H_1 10S_1 10S_2 9D_1 9S_2 JC_2 JD_1 JS_1 KH_1 KS_1 QS_2,90,0,6,3,0,1,0,310,120,0,1,0.7,57.2,-63.6667,,,1,
bid,H,310,430,,,10C_1 10D_2 9D_2 9H_1 AC_1 AS_1 JD_2 JH_2 JS_2 QC_2 QD_1 QS_1,50,2,2,4,0,1,0,320,-120,1,0,0.18,-393.2667,-30.4,,,0,
bid,H,310,430,,,9C_2 9H_2 AC_2 AD_1 AH_1 AH_2 JH_1 KC_2 KD_2 KH_2 QC_1 QH_2,70,4,6,4,0,0,0,320,-120,0,1,0.92,298.6667,-53.5333,,,1,
bid,S,430,310,,,10D_1 10H_1 10S_1 10S_2 9D_1 9S_2 JC_2 JD_1 JS_1 KH_1 KS_1 QS_2,90,0,6,3,0,1,0,330,120,0,1,0.7333,90.8667,-81.0667,,,1,
bid,H,310,430,,,9C_2 9H_2 AC_2 AD_1 AH_1 AH_2 JH_1 KC_2 KD_2 KH_2 QC_1 QH_2,70,4,6,4,0,0,0,340,-120,0,1,0.8867,270.3333,32.1333,,,1,
bid,S,430,310,,,10D_1 10H_1 10S_1 10S_2 9D_1 9S_2 JC_2 JD_1 JS_1 KH_1 KS_1 QS_2,90,0,6,3,0,1,0,350,120,0,1,0.6,-16.6667,31.7333,,,0,
bid,H,310,430,,,9C_2 9H_2 AC_2 AD_1 AH_1 AH_2 JH_1 KC_2 KD_2 KH_2 QC_1 QH_2,70,4,6,4,0,0,0,360,-120,0,1,0.84,226.4667,29.7333,,,1,
bid,S,430,310,,,10D_1 10H_1 10S_1 10S_2 9D_1 9S_2 JC_2 JD_1 JS_1 KH_1 KS_1 QS_2,90,0,6,3,0,1,0,370,120,0,1,0.64,12.3333,23.4667,,,0,
fold,H,310,430,140,80,9C_2 9H_2 AH_1 AH_2 JD_2 JH_1 JH_2 KC_2 KH_2 QC_1 QH_2 QS_1,110,2,7,3,0,1,0,360,-120,0,0,0.1933,,,-372.3333,-440.0,,0
bid,H,700,510,,,10D_2 10H_1 10H_2 10S_1 9C_1 9C_2 9S_1 9S_2 AD_2 AH_1 JH_2 KH_1,0,2,5,3,0,0,0,300,190,0,0,0.6067,-35.8667,-163.6,,,1,
bid,S,510,700,,,10S_2 9H_2 AD_1 AH_2 AS_1 JD_2 JS_1 KC_1 KC_2 QC_2 QD_1 QS_2,60,3,4,3,0,1,0,310,-190,0,0,0.7,79.8667,71.6,,,1,
bid,D,700,510,,,10D_1 9D_1 9D_2 AC_1 AC_2 AS_2 JC_1 JH_1 KH_2 QC_1 QH_2 QS_1,40,3,3,4,0,0,0,320,190,1,0,0.1667,-345.5333,103.8667,,,0,
bid,D,510,700,,,10C_1 10C_2 9H_1 JC_2 JD_1 JS_2 KD_1 KD_2 KS_1 KS_2 QD_2 QH_1,40,0,4,3,0,0,0,320,-190,1,0,0.2533,-315.6,45.2667,,,0,
bid,H,700,510,,,10D_2 10H_1 10H_2 10S_1 9C_1 9C_2 9S_1 9S_2 AD_2 AH_1 JH_2 KH_1,0,2,5,3,0,0,0,320,190,0,1,0.56,-73.5333,-130.8,,,1,
bid,S,510,700,,,10S_2 9H_2 AD_1 AH_2 AS_1 JD_2 JS_1 KC_1 KC_2 QC_2 QD_1 QS_2,60,3,4,3,0,1,0,330,-190,0,1,0.7533,143.8667,131.5333,,,1,
bid,D,610,380,,,10C_2 10D_1 10H_1 10H_2 9D_1 9S_1 9S_2 JH_2 KC_1 KD_1 KH_1 QD_2,50,0,4,4,0,0,0,300,230,0,0,0.3,-303.0667,-208.0667,,,0,
bid,S,380,610,,,10C_1 10S_1 10S_2 9C_2 AD_1 AD_2 JD_2 JS_1 KC_2 KH_2 KS_1 QS_1,80,2,5,3,0,1,0,300,-230,0,0,0.7067,90.2,135.2667,,,0,
bid,S,610,380,,,9C_1 AH_1 AH_2 AS_1 JC_1 JD_1 JH_1 JS_2 KD_2 QC_2 QD_1 QH_1,60,3,2,4,0,0,1,310,230,0,1,0.18,-345.8,135.2667,,,0,
bid,S,380,610,,,10D_2 9D_2 9H_1 9H_2 AC_1 AC_2 AS_2 JC_2 KS_2 QC_1 QH_2 QS_2,40,3,3,4,0,0,0,310,-230,1,0,0.46,-151.6667,18.8,,,0,
fold,S,380,610,250,100,10S_1 10S_2 9C_2 AD_2 AS_2 JD_2 JS_1 KC_2 KS_1 KS_2 QS_1 QS_2,230,2,8,2,1,1,0,300,-230,0,0,1.0,,,296.8,-400.0,,0
bid,S,870,720,,,10H_1 10S_1 10S_2 9D_2 9H_1 AC_2 AD_1 AS_2 JC_1 JS_2 KD_2 KS_2,0,3,5,3,0,0,0,300,150,0,0,0.7267,67.4,-150.4,,,1,
bid,D,720,870,,,10D_2 9H_2 AC_1 AD_2 AS_1 JC_2 JD_1 JH_2 QC_2 QH_1 QH_2 QS_1,40,3,3,4,0,1,0,310,-150,0,0,0.44,-167.8,52.2,,,0,
bid,C,870,720,,,10C_2 10D_1 9D_1 9S_1 AH_2 JD_2 JH_1 JS_1 KC_1 KD_1 QC_1 QS_2,80,1,3,4,0,1,0,310,150,1,0,0.52,-129.0,-50.0667,,,0,
bid,C,720,870,,,10C_1 10H_2 9C_1 9C_2 9S_2 AH_1 KC_2 KH_1 KH_2 KS_1 QD_1 QD_2,20,1,4,4,0,0,0,310,-150,0,1,0.2467,-275.8667,-21.4667,,,0,
fold,S,870,720,220,50,10S_1 10S_2 9D_2 9H_1 AS_2 JC_1 JD_2 JS_1 JS_2 KD_2 KS_2 QS_2,190,1,7,3,1,1,0,300,150,0,0,1.0,,,280.0,-350.0,,0
bid,D,0,0,,,10C_1 10D_1 10H_1 10S_2 9D_2 AD_2 JD_2 JS_2 KD_1 KH_1 KS_2 QH_2,30,1,5,3,0,0,0,300,0,0,0,0.5333,-69.4,-95.8,,,1,
bid,C,0,0,,,9C_1 9C_2 9D_1 9H_1 AC_2 AD_1 AS_1 JD_1 KC_2 QC_1 QD_1 QS_1,100,3,5,4,0,1,0,300,0,0,0,0.9467,282.5333,-96.4667,,,1,
bid,H,0,0,,,10D_2 10H_2 9H_2 9S_1 AH_1 AH_2 AS_2 JC_2 JH_2 KH_2 KS_1 QD_2,10,3,6,3,0,0,0,310,0,0,1,0.74,99.3333,-95.1333,,,1,
bid,C,0,0,,,10C_2 10S_1 9S_2 AC_1 JC_1 JH_1 JS_1 KC_1 KD_2 QC_2 QH_1 QS_2,150,1,5,4,1,0,0,320,0,1,0,0.9467,250.7333,-42.3333,,,1,
bid,C,0,0,,,9C_1 9C_2 9D_1 9H_1 AC_2 AD_1 AS_1 JD_1 KC_2 QC_1 QD_1 QS_1,100,3,5,4,0,1,0,330,0,1,0,0.8733,252.4,-17.9333,,,1,
bid,H,0,0,,,10D_2 10H_2 9H_2 9S_1 AH_1 AH_2 AS_2 JC_2 JH_2 KH_2 KS_1 QD_2,10,3,6,3,0,0,0,340,0,0,1,0.6667,42.3333,-74.8667,,,1,
bid,C,0,0,,,10C_2 10S_1 9S_2 AC_1 JC_1 JH_1 JS_1 KC_1 KD_2 QC_2 QH_1 QS_2,150,1,5,4,1,0,0,350,0,1,0,0.9067,214.5333,49.0,,,1,
bid,C,0,0,,,9C_1 9C_2 9D_1 9H_1 AC_2 AD_1 AS_1 JD_1 KC_2 QC_1 QD_1 QS_1,100,3,5,4,0,1,0,360,0,1,0,0.7267,140.8,75.4667,,,1,
bid,H,0,0,,,10D_2 10H_2 9H_2 9S_1 AH_1 AH_2 AS_2 JC_2 JH_2 KH_2 KS_1 QD_2,10,3,6,3,0,0,0,360,0,0,1,0.6267,18.4667,-38.9333,,,1,
bid,C,0,0,,,10C_2 10S_1 9S_2 AC_1 JC_1 JH_1 JS_1 KC_1 KD_2 QC_2 QH_1 QS_2,150,1,5,4,1,0,0,370,0,1,1,0.78,106.1333,125.3333,,,0,
bid,H,0,0,,,10D_2 10H_2 9H_2 9S_1 AH_1 AH_2 AS_2 JC_2 JH_2 KH_2 KS_1 QD_2,10,3,6,3,0,0,0,380,0,0,1,0.56,-36.5333,56.5333,,,0,
bid,C,0,0,,,10C_2 10S_1 9S_2 AC_1 JC_1 JH_1 JS_1 KC_1 KD_2 QC_2 QH_1 QS_2,150,1,5,4,1,0,0,390,0,1,1,0.6067,-25.0,216.2667,,,0,
bid,C,90,-380,,,10C_2 10H_1 9C_1 9C_2 9S_2 AC_2 AH_2 JD_1 KC_2 QC_1 QC_2 QS_1,100,2,7,2,0,1,0,300,470,0,0,0.9667,344.1333,-44.3333,,,1,
bid,H,-380,90,,,10C_1 10S_1 9H_1 AH_1 AS_1 JC_2 JH_1 JH_2 JS_1 KH_2 KS_2 QH_1,50,2,6,4,0,0,0,310,-470,0,0,0.7467,107.5333,-99.2,,,1,
bid,D,90,-380,,,10D_1 10H_2 9D_1 AC_1 AD_2 AS_2 JC_1 JD_2 KC_1 KD_1 QD_1 QD_2,160,3,7,3,1,0,0,320,470,1,0,1.0,390.6667,-31.2,,,1,
bid,S,-380,90,,,10D_2 10S_2 9D_2 9H_2 9S_1 AD_1 JS_2 KD_2 KH_1 KS_1 QH_2 QS_2,70,1,5,4,0,0,0,330,-470,1,0,0.6133,28.4667,-12.8667,,,1,
bid,C,90,-380,,,10C_2 10H_1 9C_1 9C_2 9S_2 AC_2 AH_2 JD_1 KC_2 QC_1 QC_2 QS_1,100,2,7,2,0,1,0,330,470,1,0,0.9333,343.5333,-1.0,,,1,
bid,H,-380,90,,,10C_1 10S_1 9H_1 AH_1 AS_1 JC_2 JH_1 JH_2 JS_1 KH_2 KS_2 QH_1,50,2,6,4,0,0,0,340,-470,0,1,0.7,82.0667,-33.0667,,,1,
bid,D,90,-380,,,10D_1 10H_2 9D_1 AC_1 AD_2 AS_2 JC_1 JD_2 KC_1 KD_1 QD_1 QD_2,160,3,7,3,1,0,0,350,470,1,0,0.98,379.8,-4.0,,,1,
bid,C,90,-380,,,10C_2 10H_1 9C_1 9C_2 9S_2 AC_2 AH_2 JD_1 KC_2 QC_1 QC_2 QS_1,100,2,7,2,0,1,0,360,470,1,0,0.8467,265.3333,12.8,,,1,
bid,H,-380,90,,,10C_1 10S_1 9H_1 AH_1 AS_1 JC_2 JH_1 JH_2 JS_1 KH_2 KS_2 QH_1,50,2,6,4,0,0,0,360,-470,0,1,0.6267,12.4,-39.0,,,1,
bid,D,90,-380,,,10D_1 10H_2 9D_1 AC_1 AD_2 AS_2 JC_1 JD_2 KC_1 KD_1 QD_1 QD_2,160,3,7,3,1,0,0,370,470,1,1,0.98,378.2,57.5333,,,1,
bid,H,-380,90,,,10C_1 10S_1 9H_1 AH_1 AS_1 JC_2 JH_1 JH_2 JS_1 KH_2 KS_2 QH_1,50,2,6,4,0,0,0,380,-470,0,1,0.5533,-43.4667,0.2667,,,0,
bid,D,90,-380,,,10D_1 10H_2 9D_1 AC_1 AD_2 AS_2 JC_1 JD_2 KC_1 KD_1 QD_1 QD_2,160,3,7,3,1,0,0,390,470,1,1,0.9733,380.0667,131.8667,,,1,
bid,H,-380,90,,,10C_1 10S_1 9H_1 AH_1 AS_1 JC_2 JH_1 JH_2 JS_1 KH_2 KS_2 QH_1,50,2,6,4,0,0,0,400,-470,0,1,0.5133,-70.0667,18.3333,,,0,
bid,D,90,-380,,,10D_1 10H_2 9D_1 AC_1 AD_2 AS_2 JC_1 JD_2 KC_1 KD_1 QD_1 QD_2,160,3,7,3,1,0,0,410,470,1,1,0.96,375.4667,195.3333,,,1,
bid,H,-380,90,,,10C_1 10S_1 9H_1 AH_1 AS_1 JC_2 JH_1 JH_2 JS_1 KH_2 KS_2 QH_1,50,2,6,4,0,0,0,420,-470,0,1,0.3667,-215.8667,118.0667,,,0,
fold,D,90,-380,220,70,10D_1 9D_1 AD_2 AH_2 JC_1 JD_1 JD_2 KC_1 KD_1 QD_1 QD_2 QS_1,200,2,8,2,1,1,0,410,470,0,0,0.5267,,,-89.3333,-480.0,,0
bid,S,-250,500,,,10H_2 9C_1 9C_2 9H_1 9S_1 9S_2 AC_1 AS_2 JD_2 JS_1 KD_1 QH_2,20,2,4,3,0,0,0,300,-750,0,0,0.1533,-366.6667,-113.0,,,0,
bid,C,500,-250,,,10C_1 10C_2 10S_2 9H_2 JC_1 KC_1 KH_2 KS_2 QC_2 QD_1 QS_1 QS_2,60,0,5,4,0,0,0,300,750,0,0,0.5867,-47.8667,8.7333,,,0,
bid,D,-250,500,,,10D_1 10D_2 10H_1 9D_1 AC_2 AD_1 AD_2 AH_1 AS_1 KH_1 KS_1 QC_1,110,5,5,3,0,0,1,300,-750,0,1,1.0,276.2667,102.2,,,1,
bid,D,500,-250,,,10S_1 9D_2 AH_2 JC_2 JD_1 JH_1 JH_2 JS_2 KC_2 KD_2 QD_2 QH_1,90,1,4,4,0,0,1,310,750,0,1,0.3,-268.8,-98.8667,,,0,
fold,D,-250,500,130,130,10D_1 10D_2 10H_2 9D_1 AC_2 AD_1 AD_2 AH_1 AS_1 JD_2 KD_1 QC_1,110,5,7,2,0,0,1,300,-750,0,0,0.9933,,,178.2,-430.0,,0
bid,C,680,80,,,9C_1 AC_1 AC_2 AD_2 AH_1 AS_1 JD_2 JH_1 KH_2 QC_2 QD_1 QD_2,110,5,4,4,0,0,1,300,600,0,0,0.9933,305.2,146.4,,,1,
bid,S,80,680,,,10C_2 10S_1 9C_2 9H_1 9H_2 AH_2 AS_2 KC_1 KD_2 KS_1 QC_1 QS_2,60,2,4,4,0,0,0,310,-600,0,0,0.68,12.0667,-14.7333,,,1,
bid,S,680,80,,,10H_1 10S_2 9D_1 9S_1 9S_2 JC_2 JD_1 JH_2 JS_1 JS_2 QH_1 QH_2,60,0,5,4,0,0,1,310,600,1,0,0.1467,-384.6667,-149.5333,,,0,
bid,S,80,680,,,10C_1 10D_1 10D_2 10H_2 9D_2 AD_1 JC_1 KC_2 KD_1 KH_1 KS_2 QS_1,120,1,2,5,0,0,1,310,-600,0,1,0.0933,-441.0667,72.0,,,0,
fold,C,680,80,130,170,10H_1 9C_1 AC_1 AC_2 AD_2 AH_1 AS_1 JC_2 JD_1 JD_2 JH_1 QC_2,110,5,5,3,0,0,1,300,600,0,0,0.7667,,,-41.5333,-470.0,,0
bid,D,360,380,,,10C_2 10D_1 AC_1 AC_2 AD_1 JD_1 JH_2 KH_1 KH_2 QC_2 QD_1 QH_2,20,3,4,4,0,0,0,300,-20,0,0,0.52,-79.5333,69.1333,,,0,
bid,S,380,360,,,10C_1 10S_1 9S_2 AH_2 AS_1 JS_2 KC_2 KD_2 KS_2 QD_2 QH_1 QS_2,180,2,6,2,1,0,0,310,20,0,0,1.0,339.5333,31.4667,,,1,
bid,D,360,380,,,10D_2 10S_2 9C_2 9D_2 9S_1 AD_2 AH_1 AS_2 JC_2 JH_1 QC_1 QS_1,10,3,3,4,0,0,0,320,-20,1,0,0.1867,-332.2,6.0667,,,0,
bid,H,380,360,,,10H_1 10H_2 9C_1 9D_1 9H_1 9H_2 JC_1 JD_2 JS_1 KC_1 KD_1 KS_1,20,0,4,3,0,0,0,320,20,1,0,0.06,-436.7333,-90.0667,,,0,
bid,D,360,380,,,10C_2 10D_1 AC_1 AC_2 AD_1 JD_1 JH_2 KH_1 KH_2 QC_2 QD_1 QH_2,20,3,4,4,0,0,0,320,-20,0,1,0.4733,-107.5333,107.6667,,,0,
fold,S,380,360,220,30,10S_1 9S_2 AS_1 JD_2 JS_1 JS_2 KD_2 KS_1 KS_2 QD_2 QH_1 QS_2,220,1,8,3,1,1,0,310,20,0,0,1.0,,,335.6,-340.0,,0
bid,D,760,480,,,10D_1 10D_2 9C_2 9D_2 AC_2 AD_2 AH_2 AS_2 JC_2 JH_1 QH_1 QS_1,110,4,4,3,0,0,1,300,280,0,0,0.9133,168.6,179.6,,,0,
bid,D,480,760,,,9H_1 9S_2 AC_1 AD_1 JD_1 JS_1 KC_2 KD_1 KH_1 QC_1 QD_1 QS_2,100,2,4,3,0,1,0,300,-280,0,0,0.8333,155.6,26.6,,,1,
bid,D,760,480,,,10H_1 10H_2 10S_1 9H_2 JH_2 JS_2 KC_1 KD_2 KH_2 KS_1 KS_2 QD_2,120,0,2,5,0,0,1,310,280,0,1,0.1133,-452.0,-9.5333,,,0,
bid,S,480,760,,,10C_1 10C_2 10S_2 9C_1 9D_1 9S_1 AH_1 AS_1 JC_1 JD_2 QC_2 QH_2,10,2,3,5,0,0,0,310,-280,1,0,0.1533,-354.4,-33.4,,,0,
fold,D,480,760,130,230,9H_1 AD_1 AH_1 AS_1 JD_1 JD_2 JS_1 KC_2 KD_1 QC_1 QD_1 QS_2,100,3,5,3,0,1,0,300,-280,0,0,0.5667,,,-261.2,-530.0,,0
bid,D,0,0,,,9D_1 9S_2 AD_1 JC_1 JD_2 JH_2 JS_2 KD_2 KS_2 QC_2 QD_2 QS_1,150,1,5,4,0,1,1,300,0,0,0,0.84,173.6667,-5.9333,,,1,
bid,H,0,0,,,10S_1 9C_2 9D_2 9S_1 AH_1 AH_2 JD_1 JS_1 KH_2 KS_1 QC_1 QH_2,40,2,4,4,0,0,0,310,0,0,0,0.5067,-103.7333,54.8667,,,0,
bid,S,0,0,,,10D_2 10H_1 10S_2 AC_1 AD_2 AS_2 JC_2 JH_1 KC_1 KC_2 KH_1 QD_1,0,3,2,4,0,0,0,310,0,1,0,0.1,-367.1333,-46.8,,,0,
bid,C,0,0,,,10C_1 10C_2 10D_1 10H_2 9C_1 9H_1 9H_2 AC_2 AS_1 KD_1 QH_1 QS_2,10,2,4,4,0,0,0,310,0,0,1,0.3867,-178.6,-84.4,,,0,
fold,D,0,0,280,30,10D_2 9D_1 AD_2 JC_1 JD_2 JH_2 JS_2 KD_2 KS_2 QD_1 QD_2 QS_1,260,1,7,3,1,1,1,300,0,0,0,1.0,,,351.2,-330.0,,0
bid,D,110,450,,,10D_1 10S_2 9C_1 9D_1 9H_1 AC_2 AD_2 AS_1 JC_2 JH_1 JH_2 QS_2,10,3,3,3,0,0,0,300,-340,0,0,0.1667,-362.8,-51.5333,,,0,
bid,C,450,110,,,10C_2 9D_2 9S_2 AC_1 AD_1 JD_1 JD_2 JS_2 KC_1 KH_2 QC_1 QH_2,60,2,4,4,0,0,0,300,340,0,0,0.7733,106.1333,46.4,,,1,
bid,C,110,450,,,10D_2 10S_1 9H_2 AH_1 AH_2 JC_1 JS_1 KC_2 KH_1 KS_1 QC_2 QD_1,40,2,3,4,0,0,0,310,-340,0,1,0.36,-244.3333,-17.2,,,0,
