decision_point,trump,our_score,their_score,bidding_meld,defending_meld,hand,meld_total,ace_count,trump_length,longest_side_suit,has_run,has_pinochle,has_around,bid,score_diff,partner_has_bid,partner_has_passed,p_make,ev_take,ev_defend,ev_play_on,ev_fold,verdict_bid,verdict_fold
bid,D,0,800,,,10H_1 9C_1 9C_2 JD_1 JD_2 JH_1 JH_2 KD_1 QD_2 QH_1 QH_2 QS_1,80,0,4,5,0,1,0,300,-800,0,0,0.54,-71.8,-75.2667,,,1,
bid,D,800,0,,,10D_1 9D_2 AC_1 AD_1 AD_2 AH_1 AS_2 JC_2 KD_2 QC_1 QC_2 QS_2,110,5,5,4,0,0,1,310,800,0,1,0.9867,316.6,149.0667,,,1,
bid,S,0,800,,,10H_2 10S_2 9H_1 9S_1 AC_2 AS_1 JS_1 JS_2 KC_1 KH_1 KS_2 QD_1,10,2,6,3,0,0,0,310,-800,1,0,0.62,5.8667,-86.4,,,1,
fold,D,0,800,80,120,9C_1 9C_2 AC_2 AS_1 JD_1 JD_2 KD_1 QD_1 QD_2 QH_1 QH_2 QS_1,80,2,5,3,0,1,0,300,-800,0,0,0.0533,,,-497.6,-420.0,,1
bid,S,-300,920,,,9C_2 AC_1 AD_1 AS_1 JD_2 JH_1 JS_2 KD_2 KS_2 QC_1 QC_2 QS_1,80,3,4,4,0,1,0,300,-1220,0,0,0.8933,241.4667,109.7333,,,1,
bid,D,920,-300,,,10C_1 10H_1 9C_1 9D_1 9S_1 9S_2 JC_1 JD_1 KC_1 KD_1 KH_2 QD_1,50,0,4,4,0,0,0,310,1220,0,0,0.2467,-336.9333,-151.6667,,,0,
bid,H,-300,920,,,10C_2 10H_2 10S_1 9D_2 9H_1 AD_2 AH_1 JC_2 KC_2 KS_1 QD_2 QS_2,30,2,3,3,0,0,0,310,-1220,1,0,0.2267,-304.2,-10.8,,,0,
bid,H,920,-300,,,10D_1 10D_2 10S_2 9H_2 AC_2 AH_2 AS_2 JH_2 JS_1 KH_1 QH_1 QH_2,50,3,6,3,0,0,0,310,1220,0,1,0.8867,232.7333,-45.8667,,,1,
fold,S,-300,920,250,60,10S_1 9C_2 AS_1 JD_2 JH_1 JS_2 KS_1 KS_2 QC_1 QC_2 QS_1 QS_2,230,1,7,3,1,1,0,300,-1220,0,0,1.0,,,302.5333,-360.0,,0
bid,S,0,0,,,10C_1 10S_1 9D_2 9S_2 AC_1 AS_2 JC_1 JD_1 JD_2 JS_1 JS_2 QS_1,50,2,6,3,0,1,0,300,0,0,0,0.8467,226.0667,-8.0,,,1,
bid,D,0,0,,,10C_2 10D_2 9H_1 AC_2 AD_1 AD_2 JC_2 JH_2 KD_2 KH_1 KH_2 QD_2,40,3,5,4,0,0,0,310,0,0,0,0.7267,69.6667,38.5333,,,1,
bid,H,0,0,,,10H_2 9C_2 9D_1 AH_1 AH_2 AS_1 JH_1 KC_1 KC_2 QD_1 QH_1 QS_2,0,3,5,3,0,0,0,320,0,1,0,0.6333,53.8667,119.9333,,,0,
bid,H,0,0,,,10D_1 10H_1 10S_2 9C_1 9H_2 9S_1 KD_1 KS_1 KS_2 QC_1 QC_2 QH_2,10,0,3,4,0,0,0,320,0,1,0,0.1,-418.4,-97.2667,,,0,
bid,S,0,0,,,10C_1 10S_1 9D_2 9S_2 AC_1 AS_2 JC_1 JD_1 JD_2 JS_1 JS_2 QS_1,50,2,6,3,0,1,0,320,0,0,1,0.8133,217.2,79.4,,,1,
bid,D,0,0,,,10C_2 10D_2 9H_1 AC_2 AD_1 AD_2 JC_2 JH_2 KD_2 KH_1 KH_2 QD_2,40,3,5,4,0,0,0,330,0,0,1,0.6867,41.6,-20.4,,,1,
fold,S,0,0,310,30,10S_1 9S_2 AH_2 AS_1 AS_2 JC_1 JD_1 JD_2 JS_1 JS_2 QS_1 QS_2,310,3,8,2,0,1,0,320,0,0,0,1.0,,,432.4,-350.0,,0
bid,C,110,480,,,10C_1 10C_2 10D_2 10H_1 10S_1 AH_1 JD_1 JD_2 JH_2 KC_2 KS_1 QC_1,40,1,4,3,0,0,0,300,-370,0,0,0.48,-118.6667,2.0667,,,0,
bid,D,480,110,,,10S_2 9C_1 9S_1 AC_2 AD_2 JC_1 JH_1 JS_2 KD_2 KH_1 QD_2 QH_1,60,2,3,3,0,0,0,300,370,0,0,0.3067,-291.1333,-169.0,,,0,
bid,S,110,480,,,10D_1 9C_2 9H_2 9S_2 AD_1 AS_1 JC_2 KC_1 KD_1 KH_2 KS_2 QS_1,130,2,4,3,0,0,1,310,-370,0,1,0.3933,-188.2667,46.6667,,,0,
bid,H,480,110,,,10H_2 9D_1 9D_2 9H_1 AC_1 AH_2 AS_2 JS_1 QC_2 QD_1 QH_2 QS_2,70,3,4,3,0,0,1,310,370,1,0,0.5667,-54.7333,75.0,,,0,
fold,D,480,110,80,120,9C_1 9S_1 AD_2 AS_2 JC_1 JH_1 KD_2 KH_1 QD_1 QD_2 QH_1 QS_2,60,2,4,3,0,0,0,300,370,0,0,0.0267,,,-510.6667,-420.0,,1
bid,H,180,230,,,10H_1 10S_1 9C_2 9S_1 AC_1 JD_2 JH_2 JS_2 KD_1 KH_1 QD_2 QH_2,60,1,4,3,0,0,0,300,-50,0,0,0.6133,-54.8667,-46.6667,,,0,
bid,H,230,180,,,10C_1 10C_2 9H_2 AC_2 AD_1 AS_2 JH_1 JS_1 KD_2 KH_2 QH_1 QS_2,50,3,4,3,0,0,0,300,50,0,0,0.68,81.0,48.0,,,1,
bid,S,180,230,,,10D_1 10S_2 9C_1 9D_2 AH_1 AH_2 AS_1 JD_1 KS_2 QC_1 QD_1 QS_1,80,3,4,4,0,1,0,300,-50,0,1,0.9067,220.4667,194.1333,,,1,
fold,C,230,180,170,120,10C_2 9D_1 9H_1 9S_2 AC_2 AD_2 JC_1 JC_2 KC_1 KC_2 QC_2 QS_2,150,2,7,2,1,0,0,250,50,0,0,1.0,,,169.3333,-370.0,,0
bid,D,590,360,,,10C_2 10S_1 9C_1 9D_1 9D_2 9S_1 AD_1 KC_2 QD_1 QD_2 QH_1 QS_2,20,1,5,3,0,0,0,300,230,0,0,0.2267,-278.7333,-90.1333,,,0,
bid,H,360,590,,,10H_1 10H_2 9H_2 AC_2 AD_2 AH_1 AH_2 JH_1 JS_1 JS_2 KS_1 QC_1,10,4,6,3,0,0,0,300,-230,0,0,0.7733,113.4,-99.8667,,,1,
bid,C,590,360,,,10D_1 10S_2 9S_2 JC_1 JD_1 KC_1 KD_1 KD_2 KH_1 KH_2 QC_2 QH_2,60,0,3,4,0,0,0,310,230,0,1,0.3133,-280.2,-21.9333,,,0,
bid,S,360,590,,,10C_1 10D_2 9C_2 9H_1 AC_1 AS_1 AS_2 JC_2 JD_2 JH_2 KS_2 QS_1,80,3,4,4,0,1,0,310,-230,1,0,0.7467,62.3333,138.0,,,0,
fold,H,360,590,60,60,10D_2 10H_1 10H_2 9H_2 AH_1 AH_2 JD_2 JH_1 JS_1 JS_2 QC_1 QS_1,50,2,6,3,0,1,0,300,-230,0,0,0.1,,,-389.6667,-360.0,,1
bid,D,60,650,,,10C_2 10D_2 9H_2 AD_2 JD_2 KC_2 KD_1 KH_1 KH_2 KS_2 QD_2 QS_2,290,1,5,3,1,1,1,300,-590,0,0,1.0,291.9333,198.6667,,,1,
bid,H,650,60,,,10H_2 10S_2 9C_2 9D_2 9H_1 AH_1 AH_2 AS_1 JH_2 QC_1 QD_1 QH_2,10,3,6,2,0,0,0,310,590,0,0,0.6933,69.4,-54.6,,,1,
bid,S,60,650,,,10D_1 10S_1 AC_1 AS_2 JC_1 JC_2 JD_1 JS_1 JS_2 KD_2 KS_1 QS_1,190,2,6,3,1,1,0,320,-590,1,0,1.0,339.7333,100.2,,,1,
bid,C,650,60,,,10C_1 10H_1 9C_1 9D_1 9S_1 9S_2 AC_2 AD_1 JH_1 KC_1 QC_2 QH_1,50,2,5,3,0,0,0,330,590,1,0,0.6867,-5.9333,-87.2,,,1,
bid,D,60,650,,,10C_2 10D_2 9H_2 AD_2 JD_2 KC_2 KD_1 KH_1 KH_2 KS_2 QD_2 QS_2,290,1,5,3,1,1,1,340,-590,1,0,0.9533,250.8667,290.0667,,,0,
bid,H,650,60,,,10H_2 10S_2 9C_2 9D_2 9H_1 AH_1 AH_2 AS_1 JH_2 QC_1 QD_1 QH_2,10,3,6,2,0,0,0,340,590,1,0,0.6667,45.2667,-7.0,,,1,
bid,S,60,650,,,10D_1 10S_1 AC_1 AS_2 JC_1 JC_2 JD_1 JS_1 JS_2 KD_2 KS_1 QS_1,190,2,6,3,1,1,0,350,-590,1,1,0.9933,367.2667,99.6,,,1,
bid,C,650,60,,,10C_1 10H_1 9C_1 9D_1 9S_1 9S_2 AC_2 AD_1 JH_1 KC_1 QC_2 QH_1,50,2,5,3,0,0,0,360,590,1,0,0.5267,-98.2,-104.2667,,,1,
bid,H,650,60,,,10H_2 10S_2 9C_2 9D_2 9H_1 AH_1 AH_2 AS_1 JH_2 QC_1 QD_1 QH_2,10,3,6,2,0,0,0,360,590,1,1,0.6067,10.0,40.2667,,,0,
fold,S,60,650,550,40,10C_2 10S_1 AS_2 JC_1 JC_2 JD_1 JD_2 JS_1 JS_2 KS_1 QS_1 QS_2,450,1,7,3,1,1,0,350,-590,0,0,1.0,,,626.4,-390.0,,0
bid,S,730,820,,,10C_1 10D_2 9C_2 9H_1 9S_1 AH_2 JC_2 JD_1 JS_1 JS_2 KH_1 QC_1,10,1,3,4,0,0,0,300,-90,0,0,0.1,-438.4,-154.8667,,,0,
bid,S,820,730,,,10D_1 10H_2 10S_1 10S_2 9H_2 9S_2 AC_2 AD_1 AS_2 KC_1 QD_2 QS_2,10,3,5,3,0,0,0,300,90,0,0,0.6267,0.2667,-5.6667,,,1,
bid,S,730,820,,,10C_2 9C_1 9D_1 AD_2 JC_1 JD_2 JH_1 JH_2 KC_2 KD_1 KS_2 QS_1,80,1,2,4,0,1,0,300,-90,0,1,0.3133,-282.0,-6.0667,,,0,
fold,H,820,730,130,70,10D_1 10H_1 10H_2 9D_2 AH_1 KD_2 KH_2 QC_2 QD_1 QH_1 QH_2 QS_2,120,1,6,4,0,0,1,250,90,0,0,0.8467,,,77.4,-320.0,,0
bid,D,0,0,,,10S_2 9D_1 9S_1 AC_1 AD_1 AD_2 AH_2 JC_1 JD_1 KC_2 QH_1 QS_1,50,4,4,3,0,1,0,300,0,0,0,0.6067,-9.6,107.3333,,,0,
bid,D,0,0,,,10C_1 10D_1 10D_2 10H_1 10H_2 AS_2 JC_2 JD_2 JS_2 KD_2 KH_2 QD_1,40,1,5,3,0,0,0,300,0,0,0,0.5867,-65.4667,-58.0667,,,0,
bid,C,0,0,,,10C_2 10S_1 9C_1 9C_2 9H_2 AC_2 AH_1 JH_2 KC_1 QC_2 QD_2 QH_2,60,2,6,4,0,0,0,300,0,0,1,0.88,208.5333,-134.5333,,,1,
bid,S,0,0,,,9D_2 9H_1 9S_2 AS_1 JH_1 JS_1 KD_1 KH_1 KS_1 KS_2 QC_1 QS_2,50,1,6,3,0,0,0,310,0,0,1,0.6867,37.0,-96.8667,,,1,
bid,C,0,0,,,10C_2 10S_1 9C_1 9C_2 9H_2 AC_2 AH_1 JH_2 KC_1 QC_2 QD_2 QH_2,60,2,6,4,0,0,0,320,0,0,1,0.8467,195.0,-88.0,,,1,
bid,S,0,0,,,9D_2 9H_1 9S_2 AS_1 JH_1 JS_1 KD_1 KH_1 KS_1 KS_2 QC_1 QS_2,50,1,6,3,0,0,0,330,0,0,1,0.6,-11.6,24.4667,,,0,
fold,C,0,0,100,40,10C_2 9C_1 9C_2 9H_2 AC_1 AC_2 JD_1 JH_2 KC_1 QC_2 QD_2 QS_1,100,2,7,2,0,1,0,320,0,0,0,0.28,,,-242.8,-360.0,,0
bid,H,70,320,,,10H_1 10H_2 9D_1 9D_2 9H_1 AC_1 AD_1 AH_2 KH_1 QC_1 QC_2 QH_2,50,3,6,3,0,0,0,300,-250,0,0,0.9333,278.6,-86.9333,,,1,
bid,H,320,70,,,10C_1 10C_2 10D_1 AH_1 AS_1 JD_2 JH_2 JS_1 JS_2 QD_1 QD_2 QS_1,40,2,2,4,0,1,0,310,250,0,0,0.28,-303.4,12.8667,,,0,
bid,S,70,320,,,10S_1 10S_2 9C_1 9S_2 JC_1 JC_2 JH_1 KD_1 KD_2 KH_2 KS_1 QS_2,50,0,5,3,0,0,0,310,-250,1,0,0.32,-259.8667,41.2,,,0,
bid,D,320,70,,,10D_2 9C_2 9H_2 9S_1 AC_2 AD_2 AS_2 JD_1 KC_1 KC_2 KS_2 QH_1,0,3,3,4,0,0,0,310,250,0,1,0.3467,-216.0667,69.3333,,,0,
fold,H,70,320,160,50,10H_1 10H_2 9D_2 9H_1 AH_2 JH_1 KH_1 KH_2 QC_1 QC_2 QH_2 QS_2,160,1,8,2,1,0,0,300,-250,0,0,0.9733,,,234.0667,-350.0,,0
bid,H,450,400,,,10C_1 10S_1 AC_1 AD_2 AH_1 AS_2 JH_2 KD_2 KH_1 QC_1 QH_1 QS_1,140,4,4,3,0,0,1,300,50,0,0,0.9933,347.0667,193.5333,,,1,
bid,D,400,450,,,10C_2 10D_1 9S_1 9S_2 AD_1 JC_1 JD_1 JS_1 JS_2 KC_2 KD_1 QD_1,150,1,5,4,1,0,0,310,-50,0,0,0.9733,232.6,-18.6,,,1,
bid,H,450,400,,,10H_2 9C_1 9D_2 9H_2 AC_2 AH_2 JC_2 JH_1 KC_1 KS_1 QD_2 QS_2,30,2,4,4,0,0,0,310,50,1,0,0.4467,-140.6667,-39.3333,,,0,
bid,H,400,450,,,10D_2 10H_1 10S_2 9C_2 9D_1 9H_1 AS_1 JD_2 KH_2 KS_2 QC_2 QH_2,50,1,4,3,0,0,0,310,-50,0,1,0.3933,-198.4667,-20.5333,,,0,
fold,H,450,400,280,70,10H_2 AC_1 AD_2 AH_1 AH_2 AS_2 JH_2 KH_1 QC_1 QH_1 QS_1 QS_2,250,5,6,3,1,0,1,300,50,0,0,1.0,,,381.4667,-370.0,,0
bid,S,530,920,,,10S_2 9C_2 9H_1 AH_1 AS_1 AS_2 JC_1 JH_2 JS_2 QD_2 QH_1 QS_1,0,3,5,4,0,0,0,300,-390,0,0,0.66,36.8667,20.5333,,,1,
bid,D,920,530,,,10C_1 10C_2 10H_1 9S_1 AD_1 AD_2 AH_2 JC_2 KH_1 KS_1 KS_2 QC_2,0,3,2,4,0,0,0,300,390,0,0,0.08,-395.8667,123.7333,,,0,
bid,D,530,920,,,10D_1 10D_2 10S_1 9D_1 9H_2 AC_2 JS_1 KC_2 KD_2 KH_2 QC_1 QD_1,70,1,5,3,0,0,0,300,-390,0,1,0.4133,-181.0667,-90.6667,,,0,
fold,C,920,530,90,70,10C_1 10C_2 9C_1 9S_2 AC_1 JD_1 JD_2 JH_1 KC_1 QC_2 QH_2 QS_2,90,1,6,2,0,1,0,250,390,0,0,0.4,,,-193.6667,-320.0,,0
bid,H,0,0,,,10D_1 10H_2 9C_1 9D_1 9S_2 AH_2 AS_2 JD_2 JH_1 JH_2 JS_1 QH_1,0,2,5,3,0,0,0,300,0,0,0,0.6933,28.2,-141.0667,,,1,
bid,D,0,0,,,10C_2 10D_2 10S_2 9C_2 9D_2 9H_2 AD_2 JD_1 KC_1 QC_2 QH_2 QS_1,70,1,4,4,0,1,0,310,0,0,0,0.32,-252.1333,-63.5333,,,0,
bid,C,0,0,,,10C_1 10H_1 AC_1 AS_1 JC_2 JS_2 KD_1 KH_1 KS_1 QC_1 QD_1 QD_2,20,2,4,3,0,0,0,310,0,1,0,0.6467,-13.7333,-20.6667,,,1,
bid,S,0,0,,,10S_1 9H_1 9S_1 AC_2 AD_1 AH_1 JC_1 KC_2 KD_2 KH_2 KS_2 QS_2,130,3,4,3,0,0,1,310,0,0,1,0.6,-20.9333,85.3333,,,0,
fold,H,0,0,170,180,10C_1 10H_1 10H_2 9C_1 9D_1 9S_2 AH_2 JD_2 JH_1 JH_2 KH_1 QH_1,150,1,7,2,1,0,0,300,0,0,0,0.9533,,,72.7333,-480.0,,0
bid,H,290,310,,,10C_1 10C_2 10D_1 10H_2 10S_1 10S_2 9D_2 AH_2 JS_2 KH_1 QH_1 QS_2,40,1,4,4,0,0,0,300,-20,0,0,0.6933,8.9333,-88.6667,,,1,
bid,S,310,290,,,9C_1 9D_1 9S_2 AC_1 AD_1 AS_1 AS_2 JD_1 JS_1 KC_2 QC_1 QS_1,70,4,5,4,0,1,0,310,20,0,0,0.8533,211.5333,87.2667,,,1,
bid,D,290,310,,,10D_2 9H_2 AC_2 AD_2 JC_2 JH_1 KD_2 KH_2 KS_1 QC_2 QD_1 QH_2,60,2,4,4,0,0,0,320,-20,1,0,0.7067,44.4667,-52.5333,,,1,
bid,H,310,290,,,10H_1 9C_2 9H_1 9S_1 AH_1 JC_1 JD_2 JH_2 KC_1 KD_1 KS_2 QD_2,30,1,4,3,0,0,0,330,20,1,0,0.2467,-293.4667,-51.9333,,,0,
bid,H,290,310,,,10C_1 10C_2 10D_1 10H_2 10S_1 10S_2 9D_2 AH_2 JS_2 KH_1 QH_1 QS_2,40,1,4,4,0,0,0,330,-20,1,0,0.5333,-103.0,11.0667,,,0,
bid,S,310,290,,,9C_1 9D_1 9S_2 AC_1 AD_1 AS_1 AS_2 JD_1 JS_1 KC_2 QC_1 QS_1,70,4,5,4,0,1,0,330,20,0,1,0.7,103.1333,119.6667,,,0,
bid,D,290,310,,,10D_2 9H_2 AC_2 AD_2 JC_2 JH_1 KD_2 KH_2 KS_1 QC_2 QD_1 QH_2,60,2,4,4,0,0,0,340,-20,1,1,0.6467,-6.4,3.7333,,,0,
bid,S,310,290,,,9C_1 9D_1 9S_2 AC_1 AD_1 AS_1 AS_2 JD_1 JS_1 KC_2 QC_1 QS_1,70,4,5,4,0,1,0,350,20,0,1,0.74,136.6,114.0,,,1,
bid,D,290,310,,,10D_2 9H_2 AC_2 AD_2 JC_2 JH_1 KD_2 KH_2 KS_1 QC_2 QD_1 QH_2,60,2,4,4,0,0,0,360,-20,1,1,0.54,-76.3333,41.4667,,,0,
fold,S,310,290,140,60,10H_1 9C_1 9S_2 AS_1 AS_2 JD_1 JD_2 JS_1 KC_2 KS_2 QC_1 QS_1,110,2,6,3,0,1,0,350,20,0,0,0.2133,,,-338.7333,-410.0,,0
bid,S,-40,450,,,10S_2 9D_2 AS_1 AS_2 JC_2 JS_1 KC_1 KC_2 KD_2 KH_1 KS_1 QD_2,100,2,5,3,0,0,1,300,-490,0,0,0.5267,-54.8667,92.5333,,,0,
bid,H,450,-40,,,10D_1 9H_1 AC_1 AH_1 AH_2 JD_1 JD_2 JH_1 JS_2 KD_1 QC_1 QH_2,10,3,5,4,0,0,0,300,490,0,0,0.62,34.7333,34.5333,,,1,
bid,H,-40,450,,,10C_1 10D_2 10H_1 10S_1 9S_1 9S_2 AD_1 AD_2 JC_1 JH_2 KH_2 QH_1,40,2,4,3,0,0,0,300,-490,0,1,0.4867,-145.1333,-47.4667,,,0,
fold,C,450,-40,360,120,10C_2 9C_1 9C_2 9H_2 AC_1 AC_2 JD_1 JD_2 KS_2 QC_2 QS_1 QS_2,340,2,6,3,0,1,0,250,490,0,0,1.0,,,324.2667,-370.0,,0
bid,D,970,170,,,10C_1 10C_2 10D_1 9C_2 9H_1 AC_1 AD_1 JD_1 JH_1 JH_2 KC_2 KH_1,0,2,3,5,0,0,0,300,800,0,0,0.2267,-319.7333,-1.4667,,,0,
bid,S,170,970,,,10H_1 10H_2 10S_2 9C_1 AD_2 AH_1 AS_2 JC_1 JS_1 QC_1 QS_1 QS_2,0,3,5,3,0,0,0,300,-800,0,0,0.7133,117.7333,30.3333,,,1,
bid,D,970,170,,,10D_2 9D_2 9H_2 AC_2 AH_2 AS_1 JC_2 KD_1 KS_1 QD_1 QD_2 QH_1,50,3,5,3,0,0,0,310,800,0,1,0.5333,-63.5333,-64.0667,,,1,
bid,C,170,970,,,10S_1 9D_1 9S_1 9S_2 JD_2 JS_2 KC_1 KD_2 KH_2 KS_2 QC_2 QH_2,140,0,2,5,0,0,1,310,-800,1,0,0.1733,-407.3333,-33.0667,,,0,
fold,S,170,970,180,20,10S_1 10S_2 9C_1 9D_1 AH_1 AS_2 JC_1 JD_2 JS_1 QC_1 QS_1 QS_2,40,2,6,3,0,1,0,300,-800,0,0,0.9333,,,216.7333,-320.0,,0
bid,D,0,0,,,10H_1 9D_1 AH_2 AS_1 JC_1 KC_1 KC_2 KD_1 KS_2 QC_1 QD_2 QH_2,70,2,3,4,0,0,0,300,0,0,0,0.14,-396.8,17.6667,,,0,
bid,S,0,0,,,10C_1 10C_2 10D_1 9D_2 9H_1 9S_1 AC_1 AH_1 JD_2 KS_1 QC_2 QS_2,90,2,3,4,0,1,0,300,0,0,0,0.3467,-258.3333,6.6,,,0,
bid,C,0,0,,,10D_2 9C_2 9H_2 AC_2 AD_2 AS_2 JC_2 JD_1 JH_1 JH_2 JS_2 QS_1,90,3,3,3,0,1,1,300,0,0,1,0.4867,-150.5333,71.5333,,,0,
fold,D,0,0,110,150,10C_1 9C_1 9S_2 AD_1 JD_2 JS_1 KD_2 KH_1 KH_2 QD_1 QH_1 QS_2,100,1,4,3,0,1,0,250,0,0,0,0.4133,,,-305.7333,-400.0,,0
bid,C,-250,320,,,10C_1 10D_1 10S_2 AC_1 AH_2 AS_1 JH_1 KC_2 KD_1 QC_2 QD_1 QS_2,60,3,4,3,0,0,0,300,-570,0,0,0.8667,174.0,67.2667,,,1,
bid,D,320,-250,,,10H_1 10H_2 9D_1 9D_2 9H_1 9S_1 AH_1 JC_1 KD_2 KS_2 QD_2 QH_1,60,1,4,5,0,0,0,310,570,0,0,0.1933,-359.0667,-123.6,,,0,
bid,H,-250,320,,,10D_2 9C_1 9C_2 9H_2 9S_2 AC_2 JD_2 JS_2 KC_1 KH_2 QH_2 QS_1,90,1,3,4,0,1,0,310,-570,1,0,0.3933,-200.2,-69.1333,,,0,
bid,S,320,-250,,,10C_2 10S_1 AD_1 AD_2 AS_2 JC_2 JD_1 JH_2 JS_1 KH_1 KS_1 QC_1,40,3,4,3,0,0,1,310,570,0,1,0.66,58.0667,160.8,,,0,
fold,C,-250,320,140,60,10C_1 AC_1 AC_2 AS_1 JD_2 JH_1 KC_2 KD_1 QC_2 QD_1 QS_1 QS_2,100,3,5,3,0,1,0,300,-570,0,0,0.6,,,-58.6667,-360.0,,0
bid,C,480,-550,,,10D_2 9C_2 9D_1 AS_1 JC_1 JS_1 KC_1 KC_2 KH_1 KH_2 QC_1 QD_1,50,1,5,3,0,0,0,300,1030,0,0,0.4467,-166.5333,-92.1333,,,0,
bid,H,-550,480,,,10C_1 10H_2 10S_1 9C_1 9D_2 9H_1 AH_2 AS_2 JD_2 JH_1 QC_2 QH_1,10,2,5,3,0,0,0,300,-1030,0,0,0.6133,-13.4667,-129.1333,,,1,
bid,S,480,-550,,,10C_2 10H_1 9H_2 9S_1 9S_2 AD_1 AD_2 JD_1 KD_2 KS_1 QH_2 QS_1,100,2,4,4,0,1,0,310,1030,0,1,0.4067,-164.2667,50.2667,,,0,
bid,S,-550,480,,,10D_1 10S_2 AC_1 AC_2 AH_1 JC_2 JH_2 JS_2 KD_1 KS_2 QD_2 QS_2,60,3,4,3,0,0,0,310,-1030,1,0,0.6533,5.6,181.4667,,,0,
fold,H,-550,480,70,90,10H_2 9C_1 9D_2 9H_1 AH_1 AH_2 JD_2 JH_1 JH_2 QC_2 QH_1 QS_2,50,2,7,2,0,1,0,300,-1030,0,0,0.1933,,,-344.9333,-390.0,,0
bid,H,-850,650,,,10H_1 10H_2 9C_1 AC_1 AS_1 JC_1 JC_2 JD_1 JH_2 KC_1 KH_2 QH_2,40,2,5,5,0,0,0,300,-1500,0,0,0.7,101.0667,-62.0667,,,1,
bid,D,650,-850,,,10D_1 9C_2 9D_1 9H_2 AD_2 AH_2 AS_2 JD_2 JS_1 KD_1 QC_2 QH_1,10,3,5,3,0,0,0,310,1500,0,0,0.6067,0.7333,49.6667,,,0,
bid,S,-850,650,,,10C_2 10S_1 10S_2 9S_2 AH_1 JH_1 KC_2 KH_1 KS_2 QC_1 QD_1 QS_2,70,1,5,3,0,0,0,320,-1500,1,0,0.3,-267.6667,47.8,,,0,
bid,D,650,-850,,,10C_1 10D_2 9D_2 9H_1 9S_1 AC_2 AD_1 JS_2 KD_2 KS_1 QD_2 QS_1,70,2,5,4,0,0,0,320,1500,1,0,0.7733,151.8667,24.3333,,,1,
bid,H,-850,650,,,10H_1 10H_2 9C_1 AC_1 AS_1 JC_1 JC_2 JD_1 JH_2 KC_1 KH_2 QH_2,40,2,5,5,0,0,0,320,-1500,0,1,0.6333,50.4667,14.8,,,1,
fold,D,650,-850,100,60,10D_1 10D_2 9C_2 9D_1 9H_2 AD_1 AD_2 JD_2 JS_1 KD_1 QH_1 QS_1,50,2,7,2,0,1,0,310,1500,0,0,0.2933,,,-248.1333,-370.0,,0
bid,C,340,-740,,,10H_1 9C_1 9S_1 AS_1 KC_1 KC_2 KD_1 KH_1 QC_2 QD_1 QH_2 QS_1,150,1,4,3,0,0,1,300,1080,0,0,0.5733,-70.2,92.6,,,0,
bid,D,-740,340,,,10C_2 10S_1 9H_1 9S_2 AD_1 AH_1 AH_2 JC_1 JS_1 JS_2 KH_2 KS_2,0,3,1,5,0,0,0,300,-1080,0,0,0.0467,-454.0667,-86.5333,,,0,
bid,C,340,-740,,,10C_1 10D_2 9D_1 9H_2 AC_2 AD_2 AS_2 JC_2 JD_1 JH_2 KS_1 QC_1,0,3,4,4,0,0,0,300,1080,0,1,0.6533,25.6667,-41.0667,,,1,
bid,D,-740,340,,,10D_1 10H_2 10S_2 9C_2 9D_2 AC_1 JD_2 JH_1 KD_2 QD_2 QH_1 QS_2,90,1,5,3,0,1,0,310,-1080,0,1,0.6267,-9.8667,-75.8,,,1,
bid,C,340,-740,,,10C_1 10D_2 9D_1 9H_2 AC_2 AD_2 AS_2 JC_2 JD_1 JH_2 KS_1 QC_1,0,3,4,4,0,0,0,320,1080,0,1,0.6933,36.2,-6.7333,,,1,
bid,D,-740,340,,,10D_1 10H_2 10S_2 9C_2 9D_2 AC_1 JD_2 JH_1 KD_2 QD_2 QH_1 QS_2,90,1,5,3,0,1,0,330,-1080,0,1,0.6067,-21.9333,37.9333,,,0,
bid,C,340,-740,,,10C_1 10D_2 9D_1 9H_2 AC_2 AD_2 AS_2 JC_2 JD_1 JH_2 KS_1 QC_1,0,3,4,4,0,0,0,340,1080,0,1,0.64,-7.4667,31.2667,,,0,
fold,D,-740,340,200,150,10D_1 9C_2 9D_2 AD_1 AH_1 AH_2 JD_2 JH_1 KD_2 QD_2 QH_1 QS_2,200,3,6,4,1,1,0,330,-1080,0,0,0.9867,,,178.5333,-480.0,,0
bid,S,-360,560,,,10C_2 10S_2 9H_1 9S_1 9S_2 AH_2 AS_2 JC_2 JD_1 JS_2 KS_1 QS_2,210,2,7,2,1,1,0,300,-920,0,0,1.0,342.4667,-18.2667,,,1,
bid,D,560,-360,,,10D_2 10H_1 9D_1 9D_2 AC_1 AD_2 JD_2 JH_1 KD_2 KH_2 QH_1 QH_2,40,2,6,5,0,0,0,310,920,0,0,0.5533,-29.8,-57.3333,,,1,
bid,S,-360,560,,,10H_2 10S_1 9C_1 AD_1 AH_1 AS_1 JC_1 KC_1 KD_1 KS_2 QC_1 QS_1,60,3,4,4,0,0,0,320,-920,1,0,0.7067,48.6667,121.0,,,0,
bid,C,560,-360,,,10C_1 10D_1 9C_2 9H_2 AC_2 JH_2 JS_1 KC_2 KH_1 QC_2 QD_1 QD_2,50,1,5,3,0,0,0,330,920,1,0,0.52,-101.2,-24.8,,,0,
